prior	after smooth	after rf
-4.294014622	-0.634363593	0.031984719
-3.454694053	-0.674229032	0.027333609
-1.522355423	-0.571425353	0.184018334
-4.516061293	-0.675054409	-0.685129848
-4.488627186	-0.187286252	-0.156071877
-5.179601525	-0.479948912	0
-1.629527049	-0.532510319	0.157780835
-4.358688142	-0.284014451	-0.463392
-2.498861882	0.066920209	-0.516241616
-3.415378108	0.532534529	-0.749493041
-3.1323417	0.011608544	-0.19734525
-4.212110543	0.930469887	-0.108054568
-3.5622926	0.659375297	0.253269982
-2.92600508	0.278025314	0.080481012
-3.914024494	0.108150836	0.193533074
-3.364909671	1.151675188	0.953479923
-1.187128847	0.705030687	1.100932535
-4.497753397	-0.284216367	-0.556590386
-3.413400105	-0.611801758	-0.543130132
-3.390200141	-0.585705039	0.175164124
-4.712379752	-1.183434602	0.047977078
-4.592319121	-0.175542792	0.713142594
-5.475880148	0.797662674	1.093764728
-3.810268505	-0.352835241	0.352835241
-6.37949015	0.282035552	0.771886775
-3.744681196	0.266826323	0.464333604
-4.411417846	0.24299949	0.179052256
-3.513023665	0.739145199	-0.049514572
-3.950576175	-0.264678455	-1.649615444
-4.037795929	0.020009994	0.201873398
-4.040260523	1.820144882	0.551787287
-3.77426841	-0.386143244	-0.040019989
-3.283434487	-0.245495931	0.554524426
-1.311717639	-0.352908458	-0.410896016
-3.284283455	0.24466059	0.163663954
-1.665111629	-0.386728025	-0.478519942
-3.928952027	-0.215100673	-0.017901994
-4.00172698	1.18402719	-0.946816889
-4.653544899	-0.925265212	-0.05736018
-2.389145295	-0.424515506	1.204529826
-1.503316914	2.378017942	-0.062323563
-3.71108184	0.431724761	2.163606488
-3.644328364	-0.222862992	-0.069633026
-4.059693158	0.302447641	0.18173541
-4.175053946	0.156071877	-0.111431496
-3.912327974	1.220335248	0.633029945
-3.651778017	-0.246178312	0.636858223
-3.653022994	0.274723115	0.326902705
-4.116636149	-2.482030868	0.031214375
-3.82015561	-0.042837154	1.593907263
-4.675099758	-0.337252903	0.175736396
-5.072561644	-0.188366327	0.351683303
-0.801852285	-0.080978135	0.249882877
2.038814863	-0.467622746	0.280568288
-4.674492288	-0.230212198	-2.059414801
-5.587627661	-0.256146716	0.017848814
-3.759533214	0.784577578	-0.582527741
-5.904771814	0.074914501	-0.145831995
-4.718596414	1.468850481	0.43381144
-5.383631145	0.352639409	-0.099759519
-3.395570705	0.097851962	-0.096931452
-4.367685618	1.884205265	0.085382239
-3.958156426	-0.545507389	0.530610269
-2.467785106	-1.094623427	0.635363231
-4.248128583	-0.408452133	0.300006662
-2.536407839	-0.198823512	-0.027957703
-4.138526421	1.073478982	0.486874745
-4.248128583	-0.305560523	0.266259559
-5.250505347	0.576659063	-0.473221481
-4.48441699	0.86659715	0.259422301
-3.734293176	0.499430007	0.042988867
-3.754156532	0.351377355	0.255278538
-4.445390099	-0.916934585	0.004928396
-2.318420466	2.022381434	0.898332826
-4.203921394	-0.091142546	0.361533655
-4.117724825	1.410433589	-0.179295962
-4.149548296	0.1430807	-0.174800502
-4.125204692	0.50894529	0.62231893
-4.857854485	-0.287862471	0.340265506
-4.787296316	-1.002506266	0.587680662
-4.16340536	3.90208315	0.915716482
-4.569245755	3.26210378	0.324989161
-5.10171173	-0.765970836	0.442455279
-4.08165953	-1.290158893	-0.348175829
-5.019968407	0.053707617	-0.039695658
-4.845835834	-0.994967057	0.995700282
-3.62278761	0.036497431	-0.542390159
-4.561103813	-0.802075972	-0.505044406
-3.850454415	0.054657074	0.33418073
-4.006785573	0.231448195	-2.467908484
-2.532118926	0.624677433	-0.302407284
-1.973772448	0.055733465	-0.795999639
-3.500026233	0.150528655	-0.403095919
-3.206948896	-0.51792085	0.455050689
-2.264525975	0.241511683	0.315431179
-2.307952361	-1.175486272	0.470638152
-3.831980663	-0.725767487	0.015052865
-4.726190359	0.262732572	0.130690308
-4.006785573	-0.989771541	0.328208185
-3.658972442	-0.057939908	0.500335182
-4.647691875	0.017582832	0.076707133
-3.436814179	-0.768554334	0.204347556
-3.344949376	-0.151049162	-0.011442446
-4.721229254	-0.254625466	-1.06815703
-4.329812605	0.341382656	-0.888883548
-4.152158438	-0.675075196	0.755245808
-3.217605794	0.026267542	0.254625466
-3.71108184	-0.226492785	0.246113078
-4.35219786	-0.04001627	-0.203119971
-4.334049625	-1.165639913	0.078802625
0.362616806	-0.811283523	-0.236340298
-4.196988056	-0.521765972	-0.320130159
-3.190618641	-0.46814858	-1.563663298
-4.93632066	0.325400085	0.311247138
-4.315243423	-0.640293603	0.05314283
-4.734919537	-0.521176864	0.084665169
-2.942897647	-0.300632128	0.488100127
-4.624835197	1.360131655	0.169954475
-4.203921394	0.607333685	0.158283344
-4.300747098	-0.215153791	-0.18727903
-3.054258964	0.793904014	1.157693455
-5.422426839	0.461292328	-0.068112189
-5.182977138	0.732390216	0.687556681
-4.374760803	0.200038142	0.114230794
-4.473942128	-0.103097149	0.349463885
-4.522226744	-0.672605228	0.640072121
-4.302489305	-0.518419586	0.137526223
-4.109951683	-0.266659048	1.226313457
-4.91679241	0.357344593	-0.558262339
-3.992896738	-0.91660229	0.970529691
-3.138522459	-0.31782667	0.154162262
-3.990225986	-0.533489448	0.914381754
-4.807145105	-0.218525706	0.134580495
-2.834981609	0.350321443	-0.29190932
-3.713711646	0.558777991	-0.473472363
-2.745296687	0.236154554	1.035040626
-3.00229345	-0.04435556	0.176756303
-4.959182743	-0.606306185	-0.324712511
-4.016002128	0.303447685	0.137995075
-2.289627168	2.941792679	-0.120060631
-4.697881377	-0.055564739	0.372911613
-3.618339158	-0.277964173	0.24514939
-2.688079531	-0.257605499	-0.032701667
-3.71108184	0.040302551	0.071336907
-3.842112914	0.16002539	-0.134341838
-2.374844459	0.008172809	-0.600095211
-3.097031456	-1.308799464	0.800935332
-4.559721474	0.065796492	-1.357818171
-4.478153977	-0.65442332	0.010616411
-3.575072897	-0.212813788	0.466556944
-3.019609634	-0.778686495	-0.53011945
-2.801010239	-0.335130897	-0.058352168
-4.204054794	0.048214654	0.04435556
-1.883706631	-0.996062994	0.009856791
-4.488231033	-0.447403247	0.486968001
-4.444932595	0.225498614	0.155230596
-5.014810783	-0.768211232	-0.356096462
-5.484847965	0.331313173	1.437553667
-5.091032591	-0.9497115	0.541791079
-3.601733838	-0.197609908	0.41882986
-3.824874852	-0.054212351	-0.280336527
-3.741783062	0.051257901	0.501625152
-3.251469913	-0.66992792	0.586479069
-4.626246711	-0.515007382	-0.419382825
-3.809649751	-0.481691696	-0.394778953
-4.606183622	-0.151961923	0.006358116
-1.993371294	0.720271389	-0.4365331
-2.367784589	-0.464325025	0.224346826
-3.093176688	1.491364669	-0.440390745
-4.019567518	-0.71605195	-0.04780015
-4.660841084	1.749538512	-0.585420851
-4.58501763	-0.233226281	1.362097458
-4.493884575	0.197135821	0.47311617
-3.972204207	0.255229328	0.290775337
-4.811715797	0.62909787	0.42386299
-4.790430967	0.340204213	-0.267366595
-4.203921394	-0.339188321	0.363666573
-2.487339156	0.104839725	-0.103044553
-4.06988133	-0.127352026	-0.104839725
-4.413290773	-0.216849404	0.026584281
-4.706930871	0.132122259	0.310738943
-4.510642595	-1.076755884	0.014785187
-3.716074396	0.342273132	0.380822982
-4.607964085	-0.536784471	0.23113608
-4.485175343	0.234867318	0.403121689
-3.800730912	-0.545424018	0.740679347
-4.401057216	3.065304427	-0.078289106
-3.988376252	-0.456101316	-0.00612836
-4.734581015	-0.041596963	3.002514206
-2.707026704	-1.446801732	-0.557996291
-4.924259478	-0.31218958	1.342987656
-4.750785166	-0.921609966	-0.190216961
-5.199537402	-0.152482163	-0.263746369
-4.447721801	0.502627785	-0.266133359
-4.293336917	0.69197358	0.089386095
-3.006806373	0.140071339	0.612960714
-0.906900187	0.482982763	0.108921767
-2.95109365	-0.365728385	-0.031629012
-2.370091923	0.695487883	0.093639515
-4.275362389	0.813483902	-0.799377756
-4.161454745	-0.416665627	0.437610353
-4.360666412	-0.546730067	0.783576406
-2.574167952	-0.848030388	-0.067829288
-4.276691734	-0.409264488	-0.548392984
-3.819928632	-1.307100321	-0.048148763
-3.53938824	-0.408474305	-1.301913415
-4.861589709	-0.039427164	0.078854329
-3.652249147	1.469372575	0.548135851
-5.285586485	-0.436058714	-0.304548943
-2.207950089	0.037019278	0.978366622
-2.699741985	-0.272533892	-1.51651924
-4.593881677	-0.671442171	-0.313950976
-3.718216555	-0.076885953	0.778095
-4.921227893	0.536617241	-0.335348981
-4.664865499	-0.256169361	-0.62294102
-4.389207616	-0.795980192	-0.04291917
-4.946078947	-0.059140746	-0.305560523
-2.993052589	0.083182381	0.061292281
-2.923476587	0.015138549	-0.510926009
-3.572455114	0.843533779	0.47414317
-4.167238359	-0.319085115	0.702849645
-4.021029614	-0.104183885	-0.280087305
0.13306668	-0.683400316	-0.11807507
-3.720150261	0.36289352	-0.358785166
-0.973199176	-0.713463373	0.969002909
-5.032150809	-0.150415016	-0.19526366
-4.623424456	1.681544097	0.580913164
-3.365743888	0.694779624	0.755750156
-4.151933134	0.448483994	0.130701118
-4.414444454	1.065786083	0.083782724
-2.356645003	-0.011602069	0.364088413
-3.704966063	-0.672069565	0.011602069
-4.758854308	-0.037316216	0.774224139
-4.345600551	-0.444569862	-0.303860618
-4.599165625	0.554246688	0.061902133
-4.253140759	0.647587141	0.394130978
-4.539644351	-0.163389278	0.382981642
-4.743781782	0.15969436	0.360583234
-4.299580679	0.117839323	0.212925813
-3.340574218	-0.669163246	0.93429749
-2.570439461	-0.88140566	-0.036499813
-4.204638966	0.183266982	0.133042364
-4.099255356	-0.483470912	0.320717219
-4.578599118	0.110397505	0.076051604
-3.505180796	0.554912325	0.203810778
-1.658164002	-0.71134032	0.068584669
-2.896934528	0.914984325	0.201928865
-4.566850101	0.109690737	-0.151526067
-4.59350076	-0.411796962	-0.370206236
-3.893113978	-0.575605051	0.549062616
-3.853429569	-0.014845122	-0.497499506
-4.079833543	1.841878516	0.059174351
-4.059074646	0.338564384	0.059380486
-4.60435227	0.057388837	0.666887049
-5.626713822	-0.358802811	-0.128976908
-4.181433554	0.312875503	0.224772946
-4.669128782	0.094167971	-0.4613179
-5.330858075	4.149709043	-0.446137291
-4.218094563	-0.011717009	-0.291472292
-3.370747937	3.192281355	-2.666261986
-2.75708149	2.593309621	0.046868035
-3.895938215	-1.609361158	0.672306677
-1.778485534	-0.730986117	-0.805144129
-3.316452208	0.287037306	0.435185592
-4.795328859	-0.070457047	0.120783509
-3.89259049	-0.909264502	-0.215169462
-5.013786327	-0.233226281	0.546415858
-2.203348146	0.209478475	0.234416389
-3.261686711	0.531047358	0.594856788
-5.384704625	-0.398750155	-0.539074499
-2.332800882	-0.396054734	-0.647769806
-3.572866225	-0.867014972	0.627114684
-4.963160546	0.049947187	1.998952072
-3.813246451	-1.091964863	0.769250059
-4.184112977	0.189938286	0.766827893
-1.207796709	2.739426541	-3.334545041
-4.441766878	1.28521973	-0.256614701
-4.547463375	-0.296093886	0.221737273
-5.072852359	0.945709895	-0.045972009
-4.690917238	0.351084345	-0.634216881
-4.719337586	-0.396545223	0.427048701
-3.898961625	2.420301493	2.847716438
-1.655830535	-0.697952563	0.2541926
0.993456044	-0.132237143	0.605506918
-3.518938873	0.652417452	0.83423871
-2.541673772	-0.457568844	-0.161726919
-4.957533327	-0.101125914	0.218219078
-3.671011487	-0.799340428	-0.313341448
-4.525134835	-0.069706698	0.048258483
-3.222902162	1.831732618	1.707313044
-3.61251393	-1.025291275	-0.891764969
-2.340805521	-0.739144485	-0.249520113
-2.722376145	-1.143493454	-0.73207782
-5.193634794	0.05134093	0.188250078
-4.33908431	-0.49859958	-0.610435
-4.928477051	-0.287233449	-0.24828654
-3.157695956	-0.150646234	-1.048729555
-2.796806597	0.739601004	0.268350807
-4.894009542	0.202710178	1.633376243
-4.791037886	0.243496138	0.011595054
-4.420659952	1.166533522	0.078305122
-3.110915275	1.096271702	-2.070345459
-3.681013031	-1.113463104	0.335130897
-5.536701041	-0.502696345	0.740140445
-3.091173165	-0.065790262	-0.311653021
-2.021197475	-1.01150542	0.10146998
-4.063229352	1.927929627	-1.153303588
-4.674500668	-0.084095053	-0.490068623
-4.52804316	-0.907534487	0.115726415
-2.011042054	0.779630582	-0.210555652
-4.000442413	0.184236196	0.866937279
-3.001273957	-0.072036378	-0.192097009
-3.949262579	-0.479059674	0.246506434
-4.050382694	-0.40016557	-0.418150539
-5.021690831	-0.518151749	-0.565876252
-4.341114284	0.28840958	0.007589726
-2.512812731	-1.187538508	-0.427097183
-4.729256788	-0.386179249	-0.397537462
-4.924086852	-0.790689264	-0.899586587
-4.854648851	-0.258070805	-0.081973012
-2.851846168	2.169500591	0.313869898
-3.835348712	4.1565826	2.169500591
-3.393939676	1.095414617	1.433950705
-3.59908166	0.705590989	2.253201596
-4.421936277	0.832936961	0.392987387
-0.038442246	-0.282666374	0.557167292
-4.860039628	-0.018831794	1.014699804
-2.194542646	-1.402733889	-0.056495383
-3.579191036	0.638323965	0.385020804
-2.940110516	-0.297331092	-0.276965949
-2.322261723	0.289629831	1.24479204
-3.847922915	0.58520138	0.40280095
-4.46921998	0.548256307	-0.233166475
-4.344271168	-0.300362599	-0.073935409
-4.65249204	-1.088464102	0.127079565
-3.327555102	2.262924106	0.109386059
-3.037632088	-0.816654555	-0.183451386
-4.411872547	0.127213269	0.175675467
-4.251281758	-0.388725183	0.310980147
-2.453058657	0.764084454	0.966800737
-3.515847869	0.43557903	-0.332623986
-3.316810197	-0.335451284	0.69218347
-1.393477458	0.235151486	-0.12508353
-4.126063345	0.671425189	0.974278474
-3.919801142	-0.439842906	2.018027294
-3.856254541	-0.644010549	0.802941463
-2.774351314	-0.058448022	-0.243317352
-3.719196018	0.785741251	-0.399386387
-4.229568144	-0.27722656	-0.224408126
-3.733592488	0.139114861	0.480572627
-4.686110048	-1.258447823	-0.098754365
-2.054279061	0.585693193	0.544725873
-3.839566931	-0.474651923	0.834689168
-3.411790278	0.542625021	-0.617123451
-2.820235336	1.484395872	0.84390202
-2.424976849	-0.33508519	-0.928815273
-3.501291142	-0.872705828	1.693801468
-2.584527229	0.121068941	1.411825407
-4.739142769	-0.184588975	-0.359603619
-4.463134527	1.107136695	-0.068897829
-4.335488377	-1.021604411	0.181603412
-4.154130052	-1.127045389	-0.205098862
-3.659139451	0.618973567	-0.838040971
-4.586652212	0.451205079	-0.805698324
-4.521739107	-0.125278788	-0.48380485
-4.338334626	-0.895868391	-0.274317831
-4.309719465	-0.612464171	0.490018419
-3.998811077	0.311037963	0.256004479
-4.532738205	-0.048434896	0.229830111
-4.406967109	-0.442116092	-0.219562627
-4.519763358	-1.086334863	-0.143555983
-5.99586278	-0.602675188	0.083660276
-2.442991674	-0.264522959	0.370031947
-4.393871293	0.205960857	-0.318394439
-4.755005923	0.962589296	-0.74170163
-4.485852546	-0.071710003	0.263887348
-4.451512864	0.739397113	0.33431245
-4.684339149	0.887111197	-0.365379538
-3.819506542	-0.064694128	-0.363171354
-3.335096032	-0.171298659	0.565421322
-4.314287873	-1.037237436	-0.032347064
-4.261233726	0.359671755	0.264395756
-3.238736167	1.051188166	-1.675537396
-4.403342381	0.259177423	0.131418526
-3.895938215	-0.368288783	0.654740058
-2.54271701	0.098744782	0.289414789
-0.768560229	0.892262622	0.285262702
-4.000029981	-0.441615381	0.200586171
-4.70417377	-0.673233512	0.110403845
-3.894626383	0.710789641	0.329554866
-4.602374946	0.05711421	1.024517483
-4.500335844	-0.720939063	0.291282469
-4.265654654	0.737364303	0.352277042
-4.207171185	0.425825997	1.959961889
-5.070306224	-0.659880639	-0.331197997
-4.762202109	0.07316614	-0.193811097
-3.151695375	-0.075906031	0.166656207
-4.443562203	0.453205292	0.282922479
-5.448580647	-0.350909033	-0.582961781
-3.608756392	0.379703131	0.71662281
-4.422222051	0.690348626	-0.07803941
-4.081624296	0.674705047	-0.324276844
-3.720300211	-0.137035303	-0.040304501
-4.618027243	0.803031852	-0.017085784
-3.389559561	-0.584468804	0.272419492
-4.669701745	-0.471338232	0.549046452
-4.41644252	-0.732982837	-0.485201121
-4.04386021	0.395243687	-0.252395034
-4.550926756	0.584322145	0.434768055
-3.242469512	-0.460156903	-1.16864429
-4.410701745	-1.911414849	0.030677127
-4.029381359	0.469245054	-0.779515553
-3.948239684	0.451599797	0.453603552
-3.835724878	0.65107861	0.174110765
-2.538238505	-0.729728632	0.585607018
-4.021020715	-0.497536418	0.184569962
-0.762395111	-0.21453074	0.409558686
-3.968184131	-0.663128419	0.063660328
-5.005992693	0.538586937	-0.121236365
-3.446807184	-0.296355559	0.92535319
-3.382140897	0.747888195	0.028987636
-4.265943421	0.255091193	1.696685714
-2.742598513	1.618092643	0.150770189
-3.390983735	3.327976113	0.323531837
-3.631817431	0.093137953	0.221001452
-5.215841163	-0.650375702	0.072954097
-2.061267564	-0.37599419	0.614341957
-0.646148958	0.005907134	-0.028463021
-4.649066471	-0.047445653	0.124016091
-4.65227886	-1.016559379	0.162105982
-4.120382966	0.148002888	-0.175837298
-3.33013908	-0.117907982	0.179717792
-4.514315408	-0.656963366	-0.418037392
-4.799028798	-0.568922872	-0.314375108
-3.896774174	-0.805631674	-0.303233003
-4.705049194	-1.464929742	1.194070155
-4.190009996	-0.322423834	-0.377639847
-3.869773768	-1.169364332	-1.672494719
-3.969821224	-0.491788299	0.079365867
-4.061234636	-0.98235258	-1.027084261
-3.376123196	0.114633872	-0.422522341
-4.285096829	-0.202060609	0.071013439
-3.075467006	0.088794386	0.502625438
-3.930333681	0.173967461	-0.184099666
-3.896774174	1.117007974	-0.050739649
-4.17314085	-0.363379811	0.07856595
-3.845287124	-0.522999772	1.134370792
-4.658244233	0.919656144	-0.12203328
-5.640737193	-0.607973466	0.735724915
-3.991271543	-0.041116711	-0.84781621
-4.528974324	0.683349176	-0.041116711
-4.154681014	0.866150731	-0.293562449
-4.277703448	0.663136849	0.46641293
-4.223513076	3.115062232	1.167219167
-5.235562985	-0.628938234	0.223055122
-4.049280351	0.120626143	1.987840013
-3.494386869	-1.43888096	0.777830642
-5.016972754	1.046694507	-0.399385209
-3.390283683	0.036960413	1.046694507
-4.834189944	-0.191441938	-0.190082122
-2.133354951	0.554631648	-0.159534948
-3.655168464	0.303268105	0.118006734
-3.896774174	0.546755322	-0.131855698
-3.17568318	0.005382514	0.158559044
-2.949076403	0.53640664	-0.366010943
-4.744575015	-0.634895289	0.949784233
-3.731507741	0.880276069	0.171950808
-5.821714727	1.217729213	0.590495748
-0.126415996	-0.026668797	0.470619985
-2.046962234	-0.155948401	0.586713525
0.379247988	-0.99996293	-0.228146735
-3.98682831	-1.45137512	0.022320601
-3.843047443	-0.396112396	-1.401170321
-3.657344809	3.504835974	0.24887741
-4.239126987	0.910649669	-0.590753832
-4.73953768	-0.032255636	2.488776034
-3.830467101	0.404859654	0.83243436
-3.607439086	0.120105501	-0.271868932
-4.080961262	0.236001843	-0.183452031
-4.436488825	-0.199903645	-0.464136957
-3.087075119	-0.118585189	0.82886877
-4.437133942	0.205581731	-0.491281495
-4.656921843	0.140937823	1.535816464
-3.137503928	-0.015543795	0.152064493
-3.469087811	-0.393741415	-0.607143591
-5.009029563	-1.109002167	0.759384248
-2.946726577	0.202502466	0.235570057
-4.104505037	-0.390373237	0.297935866
-5.668645978	0.321962952	-0.167979017
-5.316366057	0.069409866	-0.247272649
-4.435251579	0.189777963	-0.366904062
-3.235321121	0.730549068	0.755740415
-4.882901002	0.026453971	0.123451862
-1.635878252	-0.346650678	0.031109676
-3.219629522	0.418672911	1.499905866
-1.339507355	-0.394284198	0.004366724
-4.68327524	-2.0121928	0.764179682
-0.662373636	-0.498371392	-1.918730293
-3.073293084	-0.348966196	0.418886126
-2.29703454	0.039195104	0.364549444
-4.259219693	1.265903102	-0.174483098
-3.629206635	0.196450235	-0.207174121
-2.00571077	-0.115623095	-0.13809852
-3.980353348	-0.713405042	0.196450235
-3.087981556	-0.283649232	0.192705158
-4.288735022	-0.290992877	-0.18895593
-2.668567135	-0.437078176	0.351184764
-2.199584212	0.628316869	-0.423837451
-3.549843148	-0.313969599	0.236970095
-2.847377395	-0.13581843	0.263016364
-3.765107977	0.308629655	0.506100249
-3.110994739	0.632079381	0.145496837
-4.792172684	0.199153013	-2.912942873
-7.073179848	-1.105749218	0.139170506
-3.212038663	0.5124005	-0.09688525
-3.542868062	-0.738655486	-0.804522854
-3.980353348	0.713929111	0.027458812
-4.406113	0.034604399	0.311439595
-3.673833359	-1.796006647	-2.168473934
-4.3339036	0.297097675	0.818669148
-4.545841742	1.365292758	0.589941315
-0.342444569	0.881538481	0.189256849
-2.847377395	2.359765261	0.96076157
-2.145630746	-0.389647526	0.14117664
-3.936745754	-0.021541746	0.426526566
-4.320700399	0.529352538	0.895087019
-2.030041929	-0.471153962	-0.118932068
-3.658858621	0.601758513	0.034583823
-2.658311707	0.598507107	-0.131223483
-1.082628137	-0.255364473	-0.260471763
-4.284745948	-0.45234788	0.026096993
-4.433895728	1.246857613	0.332762643
-3.921389183	-0.197825926	-0.249637478
-4.108799236	0.189297523	0.57546447
-2.075974545	-0.316300857	0.034063169
-3.926996789	1.401929305	0.593758294
-4.79101446	-0.587936002	0.222212032
-4.637944735	0.315508098	0.142871592
-1.310163506	-1.485455222	-0.285363766
-3.877523939	-0.937305864	0.550417912
-3.087981556	0.324408893	-0.21042739
-0.755732533	-0.383954609	0.911037888
-4.120664105	0.95758727	0.057959453
-2.28515665	0.676193617	-0.070958716
-4.651043977	0.101369594	0.113420143
-3.496440794	2.118688273	0.084331688
-3.794177447	0.74292201	-0.170915718
-3.627973991	-0.458054124	0.538445844
-3.341531988	0.08749745	-4.312340135
-2.524873791	0.208325843	0.137406407
0.730836489	-0.047700794	-0.385942788
-4.360938161	0.901218532	0.82484408
-3.381406538	0.381349198	0.979267075
-4.068022496	0.517446044	0.329288542
-3.758232697	0.696806514	0.485653025
-3.768438638	-0.376527854	-0.176853992
-3.775340076	0.341167385	0.00461037
-3.922072599	-0.005131052	0.025655261
-4.831036574	0.308720299	0.328002392
-5.79857556	0.403354293	-0.013972874
-4.348444367	-0.326033732	-0.28220787
-1.06797858	-0.323256287	-0.072218218
-3.00247568	1.047164166	0.041945672
-3.768438638	0.191751641	-0.074521996
-2.834848994	-0.400555727	-0.051344365
-4.321508258	0.055623062	0.217749655
-3.933127226	0.258265523	0.740879769
-2.156252681	0.092061983	0.305349852
-4.664037271	0.386776479	0.578120636
-4.378997484	1.045912907	1.038258295
-4.322707834	0.512356167	0.289592616
-3.918983218	2.832191691	-0.19124124
-4.514828182	-0.117489723	-0.417291084
-4.732523179	1.425154553	0.868549127
-5.342578824	-1.568267811	-0.675624514
-2.610739957	0.329836473	0
-4.841173647	0.913066497	-0.165129047
-2.564575502	1.986250158	0.175426579
-4.048350292	1.1359106	2.603770239
-3.968571613	0.447687366	0.372108645
-3.669999798	-1.443515969	0.67153105
-4.437636305	-0.286837686	-0.528226664
-4.437636305	-0.248558712	-0.485417622
-3.303460088	2.409326896	0.435996429
-2.282144912	0.132528382	0.402372313
-3.833498029	-0.717661766	-0.354834054
-3.303460088	2.819463682	0.352306685
-3.932630155	0.070474135	2.89420646
-3.632527473	0.684291414	0.671577047
-3.370776558	-0.64053432	-0.41434159
-4.456510746	0.241863765	-0.329827373
-4.304087937	-0.130533628	0.523100701
-4.366625568	0.487683047	0.28282286
-3.057458024	0.44124008	-0.276955804
-3.447251376	-0.085537369	0.208363371
-3.370776558	-0.465392782	0.423409977
-2.562712332	0.017976716	-0.557624089
-4.121298072	0.576098748	0.035953433
-4.119678494	-0.357726516	0.375822303
-2.275918872	1.581261933	-0.071545303
-4.21178069	-0.576865815	0.908635588
-3.912491055	-0.20368836	-2.94703188
-2.452346692	1.035491135	0.161055913
-4.081778762	-0.857602617	0.231886046
-2.209234769	-0.048166227	0.101114719
-2.048678986	-1.924591375	0.264914248
-3.261712609	-0.832966686	-0.967255975
-4.49776811	1.606381004	0.044783155
-3.529010617	0.770372049	0.551641828
-2.077563458	-0.539244131	0.401646966
-3.966778263	0.038467822	-2.865518232
-2.282144912	0.673888406	-0.500081688
-3.500295534	-0.233274462	0.1779212
-3.776613093	-0.424832557	0.137042761
-3.026214875	0.242296052	0.442190294
-2.429714172	-0.462236025	-0.375093168
-4.450617391	-0.377499783	-0.436221972
-3.365257448	-1.013434837	-0.192120348
-4.025006826	-1.001144316	0.05791744
-2.939582795	-0.591022178	-0.204889807
-4.055825449	-1.417547945	-0.256399327
-3.39844686	0.242296052	-0.388424155
-2.399699808	-0.770887524	0.37555888
-4.406984624	-0.188571728	-0.188571728
-3.512678352	0.504467326	-0.233316138
-2.596704837	0.977405444	-0.11981099
-1.861951952	-0.699942635	0.181985085
-3.102478874	-0.825932309	0.167986232
-4.152979746	-0.160584865	-0.206466255
-3.365257448	0.462206564	0.519982385
-1.487626497	0.222091825	0.231747992
-4.575229981	0.030587593	0.428226308
-1.448312491	-0.050097199	-0.033398133
-3.697064011	-0.279963582	0.181976328
-4.550956567	0.212146776	0.495009145
-4.846140246	-0.121984783	-0.048793913
-2.72605174	-0.693103624	-0.325159725
-4.485580648	-0.123875903	0.294205269
-2.485350908	0.747544749	0.313968794
-1.906503752	0.72428045	0.227630998
-3.165737504	0.193123327	0.038624665
-2.765501098	0.023571864	0.440008129
-2.990888966	0.273945111	0.636259614
-3.216932003	0.410760605	0.273840403
-3.308855075	0.011906585	-0.303617924
-4.537893044	0.890960489	0.679247105
-3.827580906	-0.441307903	0.17807161
-4.515259308	-0.489936268	0.083989075
-4.242079231	0.776282406	0.555747632
-4.388374328	0.155431973	0.135158237
-3.686628219	0.600911857	1.095780446
-3.727638573	0.586322269	0.206937271
-2.904432758	0.340580433	0.019648871
-4.428830372	-0.11488722	-0.102121973
-1.809430838	0.136296003	-0.318024008
-4.307182843	0.129802689	0.227154706
-3.922688673	1.717366698	-0.347332591
-2.563681106	0.418541958	0.049975159
-5.023747884	0.642756004	0.664421936
-2.904432758	-0.576798135	-1.003470729
-2.065923976	-0.342679449	0.456905932
-4.008628419	-0.102717476	-0.58469948
-4.403535183	0.367379462	0.801555191
-3.215573983	-0.229844091	0.250739008
-4.612902356	-0.201771324	-0.201771324
-2.463551915	0.765596017	0.87095736
-2.981278891	-0.072482863	0.637104377
-4.660768172	-0.526037511	-0.05637556
-4.752825677	0.286184999	0.228711961
-4.545981186	-0.193287636	0.822781871
-3.4108634	0.645297427	0.10469747
-2.020997679	0.256840998	0.141158812
-3.300414866	0.28388413	-0.139702683
-3.759891626	1.088939409	-0.015108294
-4.09302122	0.626609034	0.601166393
-3.874560578	-0.704863535	0.517582311
-4.043911351	1.24209591	0.305662943
-5.143121018	0.430957147	-0.203203902
-2.621210221	0.975101479	0.722148785
-4.079157087	-0.170052348	1.186608034
-4.058566243	-0.548748782	0.229435642
-4.029150318	0.092837936	0.28342058
-4.254338984	0.256483363	-0.365832522
-1.652770159	-0.235695535	0.464189679
-3.922688673	0.524431843	0.183202402
-4.239599066	1.009325516	-0.088385826
-4.315567203	-0.153890018	0.372422613
-4.266139389	1.198705094	-0.196257739
-2.249977294	-0.130653595	-0.322436227
-4.737347432	0.639078839	0.691316694
-3.751649056	-0.166461173	-0.029034132
-4.916617811	-0.234094673	0.671032781
-3.849728021	-0.388748663	0.28437117
-3.854347822	-0.182228771	0.127688004
-2.349616242	-0.20967967	-0.059807487
-3.597247961	-0.281900827	0.147184777
-3.594452063	0.568476734	0.809596503
-3.203335985	0.041615293	-0.905499625
-4.859989519	-0.637149041	-0.614748096
-4.184762791	0.175938899	0.423088814
-3.433887504	1.143563663	0.460589668
-3.230679771	-0.222103682	0.552950827
-4.916617811	1.255903424	0.601527707
